Ficheiro,Tipo,Entidade
record_Famalicao0120.xml,Pessoa,Comissão Técnica
record_Famalicao0120.xml,Pessoa,Biblioteca Nacional
record_Famalicao0120.xml,Pessoa,Rosa Barbosa
record_Famalicao0120.xml,Pessoa,Vila Nova
record_Famalicao0120.xml,Pessoa,Conselho Internacional
record_Famalicao0120.xml,Pessoa,António José Ferreira Guimarães
record_Famalicao0120.xml,Pessoa,Norma Geral Internacional
record_Famalicao0120.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0120.xml,Pessoa,Descrição Arquivística
record_Famalicao0120.xml,Pessoa,Arquivos Nacionais
record_Famalicao0120.xml,Data,1999
record_Famalicao0120.xml,Data,8107
record_Famalicao0120.xml,Data,1994
record_Famalicao0120.xml,Data,2006
record_Famalicao0120.xml,Data,1987
record_Famalicao0120.xml,Data,1854
record_Famalicao0120.xml,Data,2025
record_Famalicao0120.xml,Data,2004
record_Famalicao0120.xml,Data,2002
record_Famalicao0120.xml,Data,1864
record_Famalicao0120.xml,Data,2001
record_Famalicao0120.xml,Data,1852
record_Famalicao0120.xml,Data,1995
record_Famalicao0120.xml,Data,2003
record_Famalicao0120.xml,Data,1997
record_Famalicao0120.xml,Lugar,no âmbito
record_Famalicao0120.xml,Lugar,em Arquivo
record_Famalicao0298.xml,Pessoa,Comissão Técnica
record_Famalicao0298.xml,Pessoa,João Machado
record_Famalicao0298.xml,Pessoa,Biblioteca Nacional
record_Famalicao0298.xml,Pessoa,Vila Nova
record_Famalicao0298.xml,Pessoa,Conselho Internacional
record_Famalicao0298.xml,Pessoa,Domingos Ribeiro
record_Famalicao0298.xml,Pessoa,Norma Geral Internacional
record_Famalicao0298.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0298.xml,Pessoa,Descrição Arquivística
record_Famalicao0298.xml,Pessoa,Arquivos Nacionais
record_Famalicao0298.xml,Data,1999
record_Famalicao0298.xml,Data,8107
record_Famalicao0298.xml,Data,1994
record_Famalicao0298.xml,Data,2006
record_Famalicao0298.xml,Data,1987
record_Famalicao0298.xml,Data,2025
record_Famalicao0298.xml,Data,1832
record_Famalicao0298.xml,Data,2004
record_Famalicao0298.xml,Data,2002
record_Famalicao0298.xml,Data,2001
record_Famalicao0298.xml,Data,1995
record_Famalicao0298.xml,Data,2003
record_Famalicao0298.xml,Data,1997
record_Famalicao0298.xml,Data,1825
record_Famalicao0298.xml,Lugar,no âmbito
record_Famalicao0298.xml,Lugar,na Rua
record_Famalicao0298.xml,Lugar,em Arquivo
record_Famalicao0321.xml,Pessoa,Comissão Técnica
record_Famalicao0321.xml,Pessoa,Biblioteca Nacional
record_Famalicao0321.xml,Pessoa,Vila Nova
record_Famalicao0321.xml,Pessoa,Conselho Internacional
record_Famalicao0321.xml,Pessoa,Norma Geral Internacional
record_Famalicao0321.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0321.xml,Pessoa,Descrição Arquivística
record_Famalicao0321.xml,Pessoa,Arquivos Nacionais
record_Famalicao0321.xml,Data,1999
record_Famalicao0321.xml,Data,8107
record_Famalicao0321.xml,Data,1994
record_Famalicao0321.xml,Data,2006
record_Famalicao0321.xml,Data,1987
record_Famalicao0321.xml,Data,1851
record_Famalicao0321.xml,Data,2025
record_Famalicao0321.xml,Data,2004
record_Famalicao0321.xml,Data,2002
record_Famalicao0321.xml,Data,1860
record_Famalicao0321.xml,Data,2001
record_Famalicao0321.xml,Data,1995
record_Famalicao0321.xml,Data,2003
record_Famalicao0321.xml,Data,1997
record_Famalicao0321.xml,Lugar,no âmbito
record_Famalicao0321.xml,Lugar,em Arquivo
record_Famalicao0214.xml,Pessoa,Comissão Técnica
record_Famalicao0214.xml,Pessoa,Biblioteca Nacional
record_Famalicao0214.xml,Pessoa,Câmara Municipal
record_Famalicao0214.xml,Pessoa,Vila Nova
record_Famalicao0214.xml,Pessoa,Conselho Internacional
record_Famalicao0214.xml,Pessoa,Norma Geral Internacional
record_Famalicao0214.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0214.xml,Pessoa,Descrição Arquivística
record_Famalicao0214.xml,Pessoa,Arquivos Nacionais
record_Famalicao0214.xml,Data,1999
record_Famalicao0214.xml,Data,8107
record_Famalicao0214.xml,Data,1994
record_Famalicao0214.xml,Data,2006
record_Famalicao0214.xml,Data,1987
record_Famalicao0214.xml,Data,2025
record_Famalicao0214.xml,Data,2004
record_Famalicao0214.xml,Data,2002
record_Famalicao0214.xml,Data,7654
record_Famalicao0214.xml,Data,2001
record_Famalicao0214.xml,Data,1995
record_Famalicao0214.xml,Data,2003
record_Famalicao0214.xml,Data,1997
record_Famalicao0214.xml,Data,0101
record_Famalicao0214.xml,Lugar,no âmbito
record_Famalicao0214.xml,Lugar,em Arquivo
record_Famalicao0031.xml,Pessoa,Comissão Técnica
record_Famalicao0031.xml,Pessoa,Biblioteca Nacional
record_Famalicao0031.xml,Pessoa,Vila Nova
record_Famalicao0031.xml,Pessoa,Conselho Internacional
record_Famalicao0031.xml,Pessoa,Norma Geral Internacional
record_Famalicao0031.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0031.xml,Pessoa,Descrição Arquivística
record_Famalicao0031.xml,Pessoa,Arquivos Nacionais
record_Famalicao0031.xml,Data,1940
record_Famalicao0031.xml,Data,1999
record_Famalicao0031.xml,Data,8107
record_Famalicao0031.xml,Data,1897
record_Famalicao0031.xml,Data,1994
record_Famalicao0031.xml,Data,2006
record_Famalicao0031.xml,Data,1987
record_Famalicao0031.xml,Data,2025
record_Famalicao0031.xml,Data,2004
record_Famalicao0031.xml,Data,2002
record_Famalicao0031.xml,Data,2001
record_Famalicao0031.xml,Data,1995
record_Famalicao0031.xml,Data,2003
record_Famalicao0031.xml,Data,1997
record_Famalicao0031.xml,Lugar,no âmbito
record_Famalicao0031.xml,Lugar,em Arquivo
record_Famalicao0499.xml,Pessoa,Código Administrativo
record_Famalicao0499.xml,Pessoa,Comissão Técnica
record_Famalicao0499.xml,Pessoa,Biblioteca Nacional
record_Famalicao0499.xml,Pessoa,Vila Nova
record_Famalicao0499.xml,Pessoa,Conselho Internacional
record_Famalicao0499.xml,Pessoa,Norma Geral Internacional
record_Famalicao0499.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0499.xml,Pessoa,Descrição Arquivística
record_Famalicao0499.xml,Pessoa,Arquivos Nacionais
record_Famalicao0499.xml,Data,1999
record_Famalicao0499.xml,Data,8107
record_Famalicao0499.xml,Data,1955
record_Famalicao0499.xml,Data,0014
record_Famalicao0499.xml,Data,1994
record_Famalicao0499.xml,Data,2006
record_Famalicao0499.xml,Data,1987
record_Famalicao0499.xml,Data,1951
record_Famalicao0499.xml,Data,1435
record_Famalicao0499.xml,Data,2025
record_Famalicao0499.xml,Data,2004
record_Famalicao0499.xml,Data,2002
record_Famalicao0499.xml,Data,1956
record_Famalicao0499.xml,Data,2001
record_Famalicao0499.xml,Data,2173
record_Famalicao0499.xml,Data,1995
record_Famalicao0499.xml,Data,2003
record_Famalicao0499.xml,Data,1997
record_Famalicao0499.xml,Lugar,no âmbito
record_Famalicao0499.xml,Lugar,em Arquivo
record_Famalicao0218.xml,Pessoa,Comissão Técnica
record_Famalicao0218.xml,Pessoa,Biblioteca Nacional
record_Famalicao0218.xml,Pessoa,Câmara Municipal
record_Famalicao0218.xml,Pessoa,Vila Nova
record_Famalicao0218.xml,Pessoa,Conselho Internacional
record_Famalicao0218.xml,Pessoa,Norma Geral Internacional
record_Famalicao0218.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0218.xml,Pessoa,Descrição Arquivística
record_Famalicao0218.xml,Pessoa,Arquivos Nacionais
record_Famalicao0218.xml,Data,0105
record_Famalicao0218.xml,Data,1996
record_Famalicao0218.xml,Data,1999
record_Famalicao0218.xml,Data,8107
record_Famalicao0218.xml,Data,1994
record_Famalicao0218.xml,Data,2006
record_Famalicao0218.xml,Data,1987
record_Famalicao0218.xml,Data,2025
record_Famalicao0218.xml,Data,2004
record_Famalicao0218.xml,Data,2002
record_Famalicao0218.xml,Data,7654
record_Famalicao0218.xml,Data,2001
record_Famalicao0218.xml,Data,1995
record_Famalicao0218.xml,Data,2003
record_Famalicao0218.xml,Data,1997
record_Famalicao0218.xml,Lugar,no âmbito
record_Famalicao0218.xml,Lugar,em Arquivo
record_Famalicao0198.xml,Pessoa,Comissão Técnica
record_Famalicao0198.xml,Pessoa,Biblioteca Nacional
record_Famalicao0198.xml,Pessoa,Câmara Municipal
record_Famalicao0198.xml,Pessoa,Vila Nova
record_Famalicao0198.xml,Pessoa,Conselho Internacional
record_Famalicao0198.xml,Pessoa,Norma Geral Internacional
record_Famalicao0198.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0198.xml,Pessoa,Descrição Arquivística
record_Famalicao0198.xml,Pessoa,Arquivos Nacionais
record_Famalicao0198.xml,Data,1999
record_Famalicao0198.xml,Data,8107
record_Famalicao0198.xml,Data,1994
record_Famalicao0198.xml,Data,2006
record_Famalicao0198.xml,Data,1987
record_Famalicao0198.xml,Data,0085
record_Famalicao0198.xml,Data,2025
record_Famalicao0198.xml,Data,1986
record_Famalicao0198.xml,Data,2004
record_Famalicao0198.xml,Data,2002
record_Famalicao0198.xml,Data,7654
record_Famalicao0198.xml,Data,2001
record_Famalicao0198.xml,Data,1995
record_Famalicao0198.xml,Data,2003
record_Famalicao0198.xml,Data,1997
record_Famalicao0198.xml,Lugar,no âmbito
record_Famalicao0198.xml,Lugar,em Arquivo
record_Famalicao0057.xml,Pessoa,Comissão Técnica
record_Famalicao0057.xml,Pessoa,Biblioteca Nacional
record_Famalicao0057.xml,Pessoa,Vila Nova
record_Famalicao0057.xml,Pessoa,Conselho Internacional
record_Famalicao0057.xml,Pessoa,Norma Geral Internacional
record_Famalicao0057.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0057.xml,Pessoa,Descrição Arquivística
record_Famalicao0057.xml,Pessoa,Arquivos Nacionais
record_Famalicao0057.xml,Data,1940
record_Famalicao0057.xml,Data,1999
record_Famalicao0057.xml,Data,8107
record_Famalicao0057.xml,Data,1897
record_Famalicao0057.xml,Data,1994
record_Famalicao0057.xml,Data,2006
record_Famalicao0057.xml,Data,1987
record_Famalicao0057.xml,Data,2025
record_Famalicao0057.xml,Data,0024
record_Famalicao0057.xml,Data,2004
record_Famalicao0057.xml,Data,2002
record_Famalicao0057.xml,Data,2001
record_Famalicao0057.xml,Data,1995
record_Famalicao0057.xml,Data,2003
record_Famalicao0057.xml,Data,1997
record_Famalicao0057.xml,Lugar,no âmbito
record_Famalicao0057.xml,Lugar,em Arquivo
record_Famalicao0268.xml,Pessoa,Comissão Técnica
record_Famalicao0268.xml,Pessoa,Biblioteca Nacional
record_Famalicao0268.xml,Pessoa,Foto Humberto
record_Famalicao0268.xml,Pessoa,Vila Nova
record_Famalicao0268.xml,Pessoa,Conselho Internacional
record_Famalicao0268.xml,Pessoa,Festas Antoninas
record_Famalicao0268.xml,Pessoa,Norma Geral Internacional
record_Famalicao0268.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0268.xml,Pessoa,Descrição Arquivística
record_Famalicao0268.xml,Pessoa,Arquivos Nacionais
record_Famalicao0268.xml,Data,1990
record_Famalicao0268.xml,Data,1999
record_Famalicao0268.xml,Data,8107
record_Famalicao0268.xml,Data,1912
record_Famalicao0268.xml,Data,1994
record_Famalicao0268.xml,Data,2006
record_Famalicao0268.xml,Data,1987
record_Famalicao0268.xml,Data,2000
record_Famalicao0268.xml,Data,2025
record_Famalicao0268.xml,Data,2004
record_Famalicao0268.xml,Data,2002
record_Famalicao0268.xml,Data,2001
record_Famalicao0268.xml,Data,1995
record_Famalicao0268.xml,Data,2003
record_Famalicao0268.xml,Data,1997
record_Famalicao0268.xml,Lugar,no âmbito
record_Famalicao0268.xml,Lugar,em Arquivo
record_Famalicao0144.xml,Pessoa,Comissão Técnica
record_Famalicao0144.xml,Pessoa,Biblioteca Nacional
record_Famalicao0144.xml,Pessoa,ónego José Maria
record_Famalicao0144.xml,Pessoa,Melo Pinheiro
record_Famalicao0144.xml,Pessoa,Vila Nova
record_Famalicao0144.xml,Pessoa,Conselho Internacional
record_Famalicao0144.xml,Pessoa,José Maria
record_Famalicao0144.xml,Pessoa,Vicente Machado
record_Famalicao0144.xml,Pessoa,Norma Geral Internacional
record_Famalicao0144.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0144.xml,Pessoa,Descrição Arquivística
record_Famalicao0144.xml,Pessoa,Arquivos Nacionais
record_Famalicao0144.xml,Data,1999
record_Famalicao0144.xml,Data,8107
record_Famalicao0144.xml,Data,1840
record_Famalicao0144.xml,Data,1994
record_Famalicao0144.xml,Data,2006
record_Famalicao0144.xml,Data,1987
record_Famalicao0144.xml,Data,1841
record_Famalicao0144.xml,Data,2025
record_Famalicao0144.xml,Data,2004
record_Famalicao0144.xml,Data,2002
record_Famalicao0144.xml,Data,2001
record_Famalicao0144.xml,Data,1995
record_Famalicao0144.xml,Data,2003
record_Famalicao0144.xml,Data,1997
record_Famalicao0144.xml,Lugar,no âmbito
record_Famalicao0144.xml,Lugar,em Arquivo
record_Famalicao0182.xml,Pessoa,Comissão Técnica
record_Famalicao0182.xml,Pessoa,Biblioteca Nacional
record_Famalicao0182.xml,Pessoa,Câmara Municipal
record_Famalicao0182.xml,Pessoa,Vila Nova
record_Famalicao0182.xml,Pessoa,Conselho Internacional
record_Famalicao0182.xml,Pessoa,Norma Geral Internacional
record_Famalicao0182.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0182.xml,Pessoa,Descrição Arquivística
record_Famalicao0182.xml,Pessoa,Arquivos Nacionais
record_Famalicao0182.xml,Data,0069
record_Famalicao0182.xml,Data,1999
record_Famalicao0182.xml,Data,8107
record_Famalicao0182.xml,Data,1994
record_Famalicao0182.xml,Data,2006
record_Famalicao0182.xml,Data,1987
record_Famalicao0182.xml,Data,1978
record_Famalicao0182.xml,Data,2025
record_Famalicao0182.xml,Data,2004
record_Famalicao0182.xml,Data,2002
record_Famalicao0182.xml,Data,7654
record_Famalicao0182.xml,Data,2001
record_Famalicao0182.xml,Data,1995
record_Famalicao0182.xml,Data,2003
record_Famalicao0182.xml,Data,1997
record_Famalicao0182.xml,Lugar,no âmbito
record_Famalicao0182.xml,Lugar,em Arquivo
record_Famalicao0075.xml,Pessoa,Comissão Técnica
record_Famalicao0075.xml,Pessoa,Biblioteca Nacional
record_Famalicao0075.xml,Pessoa,Vila Nova
record_Famalicao0075.xml,Pessoa,Conselho Internacional
record_Famalicao0075.xml,Pessoa,Norma Geral Internacional
record_Famalicao0075.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0075.xml,Pessoa,Descrição Arquivística
record_Famalicao0075.xml,Pessoa,Arquivos Nacionais
record_Famalicao0075.xml,Data,0042
record_Famalicao0075.xml,Data,1940
record_Famalicao0075.xml,Data,1999
record_Famalicao0075.xml,Data,8107
record_Famalicao0075.xml,Data,1897
record_Famalicao0075.xml,Data,1994
record_Famalicao0075.xml,Data,2006
record_Famalicao0075.xml,Data,1987
record_Famalicao0075.xml,Data,2025
record_Famalicao0075.xml,Data,2004
record_Famalicao0075.xml,Data,2002
record_Famalicao0075.xml,Data,2001
record_Famalicao0075.xml,Data,1995
record_Famalicao0075.xml,Data,2003
record_Famalicao0075.xml,Data,1997
record_Famalicao0075.xml,Lugar,no âmbito
record_Famalicao0075.xml,Lugar,em Arquivo
record_Famalicao0044.xml,Pessoa,Comissão Técnica
record_Famalicao0044.xml,Pessoa,Biblioteca Nacional
record_Famalicao0044.xml,Pessoa,Vila Nova
record_Famalicao0044.xml,Pessoa,Conselho Internacional
record_Famalicao0044.xml,Pessoa,Norma Geral Internacional
record_Famalicao0044.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0044.xml,Pessoa,Descrição Arquivística
record_Famalicao0044.xml,Pessoa,Arquivos Nacionais
record_Famalicao0044.xml,Data,1940
record_Famalicao0044.xml,Data,1999
record_Famalicao0044.xml,Data,8107
record_Famalicao0044.xml,Data,1897
record_Famalicao0044.xml,Data,1994
record_Famalicao0044.xml,Data,2006
record_Famalicao0044.xml,Data,1987
record_Famalicao0044.xml,Data,0011
record_Famalicao0044.xml,Data,2025
record_Famalicao0044.xml,Data,2004
record_Famalicao0044.xml,Data,2002
record_Famalicao0044.xml,Data,2001
record_Famalicao0044.xml,Data,1995
record_Famalicao0044.xml,Data,2003
record_Famalicao0044.xml,Data,1997
record_Famalicao0044.xml,Lugar,no âmbito
record_Famalicao0044.xml,Lugar,em Arquivo
record_Famalicao0005.xml,Pessoa,Comissão Técnica
record_Famalicao0005.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0005.xml,Pessoa,Foto Salvador
record_Famalicao0005.xml,Pessoa,"Porto
Foto Beleza"
record_Famalicao0005.xml,Pessoa,Conselho Internacional
record_Famalicao0005.xml,Pessoa,Casas Fotográficas
record_Famalicao0005.xml,Pessoa,Célestin Bénard
record_Famalicao0005.xml,Pessoa,Photo Luso Brasileira
record_Famalicao0005.xml,Pessoa,Arquivos Nacionais
record_Famalicao0005.xml,Pessoa,Foto Humberto
record_Famalicao0005.xml,Pessoa,Foto Lux
record_Famalicao0005.xml,Pessoa,Emilio Biel
record_Famalicao0005.xml,Pessoa,Biblioteca Nacional
record_Famalicao0005.xml,Pessoa,Vandyke Photographer
record_Famalicao0005.xml,Pessoa,Vila Nova
record_Famalicao0005.xml,Pessoa,Jose Perez
record_Famalicao0005.xml,Pessoa,Norma Geral Internacional
record_Famalicao0005.xml,Pessoa,Foto Moderna
record_Famalicao0005.xml,Pessoa,Descrição Arquivística
record_Famalicao0005.xml,Pessoa,União Photographia
record_Famalicao0005.xml,Data,1999
record_Famalicao0005.xml,Data,8107
record_Famalicao0005.xml,Data,1928
record_Famalicao0005.xml,Data,1994
record_Famalicao0005.xml,Data,2006
record_Famalicao0005.xml,Data,1987
record_Famalicao0005.xml,Data,2025
record_Famalicao0005.xml,Data,2004
record_Famalicao0005.xml,Data,2002
record_Famalicao0005.xml,Data,1878
record_Famalicao0005.xml,Data,2001
record_Famalicao0005.xml,Data,0003
record_Famalicao0005.xml,Data,1995
record_Famalicao0005.xml,Data,2003
record_Famalicao0005.xml,Data,1997
record_Famalicao0005.xml,Lugar,no âmbito
record_Famalicao0005.xml,Lugar,em Arquivo
record_Famalicao0380.xml,Pessoa,Comissão Técnica
record_Famalicao0380.xml,Pessoa,Biblioteca Nacional
record_Famalicao0380.xml,Pessoa,ão Regedor
record_Famalicao0380.xml,Pessoa,Vila Nova
record_Famalicao0380.xml,Pessoa,Conselho Internacional
record_Famalicao0380.xml,Pessoa,Norma Geral Internacional
record_Famalicao0380.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0380.xml,Pessoa,Cidadão Regedor
record_Famalicao0380.xml,Pessoa,Descrição Arquivística
record_Famalicao0380.xml,Pessoa,Arquivos Nacionais
record_Famalicao0380.xml,Data,1994
record_Famalicao0380.xml,Data,1987
record_Famalicao0380.xml,Data,1923
record_Famalicao0380.xml,Data,2004
record_Famalicao0380.xml,Data,2001
record_Famalicao0380.xml,Data,2003
record_Famalicao0380.xml,Data,1997
record_Famalicao0380.xml,Data,1926
record_Famalicao0380.xml,Data,1920
record_Famalicao0380.xml,Data,1924
record_Famalicao0380.xml,Data,1922
record_Famalicao0380.xml,Data,1999
record_Famalicao0380.xml,Data,1925
record_Famalicao0380.xml,Data,2002
record_Famalicao0380.xml,Data,1995
record_Famalicao0380.xml,Data,8107
record_Famalicao0380.xml,Data,2006
record_Famalicao0380.xml,Data,1921
record_Famalicao0380.xml,Data,2025
record_Famalicao0380.xml,Data,0009
record_Famalicao0380.xml,Lugar,no âmbito
record_Famalicao0380.xml,Lugar,em Arquivo
record_Famalicao0074.xml,Pessoa,Comissão Técnica
record_Famalicao0074.xml,Pessoa,Biblioteca Nacional
record_Famalicao0074.xml,Pessoa,Vila Nova
record_Famalicao0074.xml,Pessoa,Conselho Internacional
record_Famalicao0074.xml,Pessoa,Norma Geral Internacional
record_Famalicao0074.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0074.xml,Pessoa,Descrição Arquivística
record_Famalicao0074.xml,Pessoa,Arquivos Nacionais
record_Famalicao0074.xml,Data,1940
record_Famalicao0074.xml,Data,1999
record_Famalicao0074.xml,Data,8107
record_Famalicao0074.xml,Data,0041
record_Famalicao0074.xml,Data,1897
record_Famalicao0074.xml,Data,1994
record_Famalicao0074.xml,Data,2006
record_Famalicao0074.xml,Data,1987
record_Famalicao0074.xml,Data,2025
record_Famalicao0074.xml,Data,2004
record_Famalicao0074.xml,Data,2002
record_Famalicao0074.xml,Data,2001
record_Famalicao0074.xml,Data,1995
record_Famalicao0074.xml,Data,2003
record_Famalicao0074.xml,Data,1997
record_Famalicao0074.xml,Lugar,no âmbito
record_Famalicao0074.xml,Lugar,em Arquivo
record_Famalicao0014.xml,Pessoa,Comissão Técnica
record_Famalicao0014.xml,Pessoa,Biblioteca Nacional
record_Famalicao0014.xml,Pessoa,Vila Nova
record_Famalicao0014.xml,Pessoa,Conselho Internacional
record_Famalicao0014.xml,Pessoa,Norma Geral Internacional
record_Famalicao0014.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0014.xml,Pessoa,Descrição Arquivística
record_Famalicao0014.xml,Pessoa,Arquivos Nacionais
record_Famalicao0014.xml,Data,1999
record_Famalicao0014.xml,Data,8107
record_Famalicao0014.xml,Data,1928
record_Famalicao0014.xml,Data,1994
record_Famalicao0014.xml,Data,2006
record_Famalicao0014.xml,Data,1987
record_Famalicao0014.xml,Data,2025
record_Famalicao0014.xml,Data,2004
record_Famalicao0014.xml,Data,2002
record_Famalicao0014.xml,Data,1878
record_Famalicao0014.xml,Data,2001
record_Famalicao0014.xml,Data,1995
record_Famalicao0014.xml,Data,2003
record_Famalicao0014.xml,Data,1997
record_Famalicao0014.xml,Data,0007
record_Famalicao0014.xml,Lugar,no âmbito
record_Famalicao0014.xml,Lugar,em Arquivo
record_Famalicao0011.xml,Pessoa,Comissão Técnica
record_Famalicao0011.xml,Pessoa,Biblioteca Nacional
record_Famalicao0011.xml,Pessoa,Vila Nova
record_Famalicao0011.xml,Pessoa,Conselho Internacional
record_Famalicao0011.xml,Pessoa,Norma Geral Internacional
record_Famalicao0011.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0011.xml,Pessoa,Descrição Arquivística
record_Famalicao0011.xml,Pessoa,Arquivos Nacionais
record_Famalicao0011.xml,Data,1999
record_Famalicao0011.xml,Data,8107
record_Famalicao0011.xml,Data,1928
record_Famalicao0011.xml,Data,1994
record_Famalicao0011.xml,Data,2006
record_Famalicao0011.xml,Data,1987
record_Famalicao0011.xml,Data,2025
record_Famalicao0011.xml,Data,0004
record_Famalicao0011.xml,Data,2004
record_Famalicao0011.xml,Data,2002
record_Famalicao0011.xml,Data,1878
record_Famalicao0011.xml,Data,2001
record_Famalicao0011.xml,Data,1995
record_Famalicao0011.xml,Data,2003
record_Famalicao0011.xml,Data,1997
record_Famalicao0011.xml,Lugar,no âmbito
record_Famalicao0011.xml,Lugar,em Arquivo
record_Famalicao0348.xml,Pessoa,Comissão Técnica
record_Famalicao0348.xml,Pessoa,Biblioteca Nacional
record_Famalicao0348.xml,Pessoa,Vila Nova
record_Famalicao0348.xml,Pessoa,Conselho Internacional
record_Famalicao0348.xml,Pessoa,Norma Geral Internacional
record_Famalicao0348.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0348.xml,Pessoa,Descrição Arquivística
record_Famalicao0348.xml,Pessoa,Arquivos Nacionais
record_Famalicao0348.xml,Data,1999
record_Famalicao0348.xml,Data,8107
record_Famalicao0348.xml,Data,1994
record_Famalicao0348.xml,Data,2006
record_Famalicao0348.xml,Data,1987
record_Famalicao0348.xml,Data,1929
record_Famalicao0348.xml,Data,2025
record_Famalicao0348.xml,Data,2004
record_Famalicao0348.xml,Data,2002
record_Famalicao0348.xml,Data,1911
record_Famalicao0348.xml,Data,2001
record_Famalicao0348.xml,Data,0001
record_Famalicao0348.xml,Data,1995
record_Famalicao0348.xml,Data,2003
record_Famalicao0348.xml,Data,1997
record_Famalicao0348.xml,Lugar,no âmbito
record_Famalicao0348.xml,Lugar,em Arquivo
record_Famalicao0341.xml,Pessoa,Comissão Técnica
record_Famalicao0341.xml,Pessoa,Biblioteca Nacional
record_Famalicao0341.xml,Pessoa,Vila Nova
record_Famalicao0341.xml,Pessoa,Conselho Internacional
record_Famalicao0341.xml,Pessoa,Norma Geral Internacional
record_Famalicao0341.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0341.xml,Pessoa,Descrição Arquivística
record_Famalicao0341.xml,Pessoa,Arquivos Nacionais
record_Famalicao0341.xml,Data,1873
record_Famalicao0341.xml,Data,1999
record_Famalicao0341.xml,Data,8107
record_Famalicao0341.xml,Data,1994
record_Famalicao0341.xml,Data,2006
record_Famalicao0341.xml,Data,1987
record_Famalicao0341.xml,Data,1926
record_Famalicao0341.xml,Data,2025
record_Famalicao0341.xml,Data,2004
record_Famalicao0341.xml,Data,2002
record_Famalicao0341.xml,Data,2001
record_Famalicao0341.xml,Data,1995
record_Famalicao0341.xml,Data,2003
record_Famalicao0341.xml,Data,1997
record_Famalicao0341.xml,Lugar,no âmbito
record_Famalicao0341.xml,Lugar,em Arquivo
record_Famalicao0424.xml,Pessoa,Comissão Técnica
record_Famalicao0424.xml,Pessoa,Concelho Administrativo
record_Famalicao0424.xml,Pessoa,Biblioteca Nacional
record_Famalicao0424.xml,Pessoa,Vila Nova
record_Famalicao0424.xml,Pessoa,Conselho Internacional
record_Famalicao0424.xml,Pessoa,Norma Geral Internacional
record_Famalicao0424.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0424.xml,Pessoa,Descrição Arquivística
record_Famalicao0424.xml,Pessoa,Depósito Regimento
record_Famalicao0424.xml,Pessoa,Arquivos Nacionais
record_Famalicao0424.xml,Data,1999
record_Famalicao0424.xml,Data,8107
record_Famalicao0424.xml,Data,1994
record_Famalicao0424.xml,Data,2006
record_Famalicao0424.xml,Data,1987
record_Famalicao0424.xml,Data,1919
record_Famalicao0424.xml,Data,1918
record_Famalicao0424.xml,Data,2025
record_Famalicao0424.xml,Data,2004
record_Famalicao0424.xml,Data,2002
record_Famalicao0424.xml,Data,1917
record_Famalicao0424.xml,Data,2001
record_Famalicao0424.xml,Data,1916
record_Famalicao0424.xml,Data,0001
record_Famalicao0424.xml,Data,1995
record_Famalicao0424.xml,Data,2003
record_Famalicao0424.xml,Data,1997
record_Famalicao0424.xml,Lugar,no âmbito
record_Famalicao0424.xml,Lugar,em Arquivo
record_Famalicao0484.xml,Pessoa,Comissão Técnica
record_Famalicao0484.xml,Pessoa,Biblioteca Nacional
record_Famalicao0484.xml,Pessoa,Vila Nova
record_Famalicao0484.xml,Pessoa,Conselho Internacional
record_Famalicao0484.xml,Pessoa,Norma Geral Internacional
record_Famalicao0484.xml,Pessoa,Arquivo Municipal Alberto Sampaio
record_Famalicao0484.xml,Pessoa,Descrição Arquivística
record_Famalicao0484.xml,Pessoa,Arquivos Nacionais
record_Famalicao0484.xml,Data,1961
record_Famalicao0484.xml,Data,1999
record_Famalicao0484.xml,Data,8107
record_Famalicao0484.xml,Data,1994
record_Famalicao0484.xml,Data,2006
record_Famalicao0484.xml,Data,1987
record_Famalicao0484.xml,Data,1941
record_Famalicao0484.xml,Data,2025
record_Famalicao0484.xml,Data,2004
